Siruta,Localitate,Categorie dominanta
132226,Balta Doamnei,Barbati_45-64
132271,Baltesti,Barbati_45-64
132315,Banesti,Barbati_45-64
132342,Bertea,Femei_45-64
132379,Boldesti-Gradistea,Barbati_45-64
132404,Brebu,Femei_45-64
132459,Calugareni,Barbati_45-64
132486,Carbunesti,Barbati_45-64
132510,Ceptura,Barbati_45-64
132574,Cerasu,Barbati_45-64
132645,Chiojdeanca,Barbati_45-64
132681,Ciorani,Barbati_45-64
132716,Cocorastii Mislii,Barbati_45-64
132752,Colceag,Barbati_45-64
132805,Cornu,Femei_45-64
132841,Cosminele,Barbati_45-64
132896,Drajna,Barbati_45-64
133018,Draganesti,Barbati_45-64
133090,Dumbrava,Barbati_45-64
133161,Filipestii De Padure,Barbati_45-64
133214,Filipestii De Targ,Barbati_45-64
133278,Fantanele,Barbati_45-64
133330,Floresti,Femei_45-64
133394,Fulga,Barbati_45-64
133429,Gherghita,Barbati_45-64
133508,Gorgota,Barbati_45-64
133562,Gornet,Barbati_45-64
133615,Gornet-Cricov,Barbati_45-64
133688,Gura Vadului,Femei_45-64
133722,Iordacheanu,Barbati_45-64
133795,Izvoarele,Femei_45-64
133866,Jugureni,Femei_65_
133919,Lapos,Barbati_45-64
133964,Lipanesti,Barbati_45-64
134014,Magurele,Barbati_45-64
134050,Magureni,Femei_45-64
134096,Maneciu,Barbati_45-64
134194,Manesti,Barbati_45-64
134336,Pacureti,Barbati_45-64
134390,Plopu,Barbati_45-64
134443,Podenii Noi,Barbati_45-64
134559,Poienarii Burchii,Barbati_45-64
134648,Posesti,Barbati_45-64
134755,Predeal-Sarari,Barbati_45-64
134853,Provita De Jos,Barbati_45-64
134899,Provita De Sus,Barbati_45-64
134942,Puchenii Mari,Barbati_45-64
135020,Rafov,Barbati_45-64
135128,Salcia,Barbati_45-64
135146,Salciile,Femei_65_
135164,Scorteni,Barbati_45-64
135226,Secaria,Barbati_45-64
135244,Sangeru,Barbati_45-64
135315,Starchiojd,Barbati_45-64
135404,Surani,Barbati_45-64
135431,Sirna,Barbati_45-64
135501,Soimari,Barbati_45-64
135547,Sotrile,Barbati_45-64
135618,Stefesti,Barbati_45-64
135654,Talea,Femei_45-64
135681,Tataru,Barbati_45-64
135725,Teisani,Barbati_45-64
135789,Telega,Barbati_45-64
135850,Tinosu,Barbati_45-64
135896,Tomsani,Barbati_45-64
135949,Valea Calugareasca,Barbati_45-64
136107,Valea Doftanei,Barbati_45-64
136134,Varbilau,Barbati_45-64
136198,Valcanesti,Barbati_45-64
136241,Cocorastii Colt,Barbati_45-64
136250,Olari,Barbati_45-64
136269,Vadu Sapat,Barbati_45-64
136278,Batrani,Barbati_45-64
136483,Municipiul Satu Mare,Femei_45-64
136526,Municipiul Carei,Femei_45-64
136553,Capleni,Femei_45-64
136599,Oras Negresti-Oas,Femei_45-64
136642,Oras Tasnad,Femei_45-64
136713,Acas,Barbati_45-64
136768,Andrid,Barbati_45-64
136802,Apa,Barbati_45-64
136848,Oras Ardud,Barbati_45-64
136919,Batarci,Femei_45-64
136964,Beltiug,Barbati_45-64
137032,Berveni,Barbati_45-64
137069,Bixad,Barbati_45-64
137103,Barsau,Barbati_45-64
137130,Bogdand,Barbati_45-64
137185,Botiz,Barbati_45-64
137229,Calinesti-Oas,Barbati_45-64
137274,Camarzana,Barbati_45-64
137292,Cauas,Barbati_45-64
137363,Cehal,Barbati_45-64
137407,Certeze,Barbati_45-64
137443,Craidorolt,Barbati_45-64
137504,Crucisor,Barbati_45-64
137540,Culciu,Barbati_45-64
137611,Doba,Barbati_45-64
137675,Dorolt,Barbati_45-64
137728,Foieni,Femei_45-64
137746,Gherta Mica,Femei_45-64
137764,Halmeu,Barbati_45-64
137844,Hodod,Barbati_45-64
137899,Homoroade,Barbati_45-64
137960,Lazuri,Barbati_45-64
138039,Oras Livada,Barbati_45-64
138084,Mediesu Aurit,Barbati_45-64
138164,Micula,Barbati_45-64
138208,Moftin,Barbati_45-64
138280,Odoreu,Barbati_45-64
138351,Orasu Nou,Barbati_45-64
138431,Paulesti,Barbati_45-64
138501,Petresti,Femei_45-64
138538,Pir,Barbati_45-64
138574,Piscolt,Barbati_45-64
138618,Pomi,Barbati_45-64
138663,Sanislau,Barbati_45-64
138734,Santau,Barbati_45-64
138770,Sacaseni,Femei_45-64
138805,Sauca,Barbati_45-64
138869,Socond,Barbati_45-64
138921,Supur,Barbati_45-64
139009,Tarna Mare,Barbati_45-64
139054,Terebesti,Barbati_45-64
139107,Tiream,Barbati_45-64
139143,Tarsolt,Femei_45-64
139170,Turt,Barbati_45-64
139214,Turulung,Barbati_45-64
139250,Urziceni,Femei_45-64
139287,Valea Vinului,Barbati_45-64
139330,Vama,Barbati_45-64
139358,Vetis,Barbati_45-64
139394,Viile Satu Mare,Barbati_45-64
139704,Municipiul Zalau,Femei_45-64
139740,Oras Cehu Silvaniei,Barbati_45-64
139811,Oras Jibou,Barbati_45-64
139884,Oras Simleu Silvaniei,Barbati_45-64
139937,Agrij,Barbati_45-64
139982,Almasu,Barbati_45-64
140084,Babeni,Barbati_45-64
140146,Balan,Barbati_45-64
140208,Banisor,Barbati_45-64
140244,Benesat,Barbati_45-64
140280,Bobota,Barbati_45-64
140324,Bocsa,Barbati_45-64
140379,Buciumi,Barbati_45-64
140440,Camar,Femei_45-64
140477,Carastelec,Femei_65_
140501,Chiesd,Barbati_45-64
140547,Cizer,Barbati_65_
140583,Coseiu,Barbati_45-64
140627,Crasna,Femei_45-64
140672,Creaca,Barbati_45-64
140770,Cristolt,Barbati_45-64
140823,Criseni,Barbati_45-64
140869,Cuzaplac,Barbati_45-64
140958,Dobrin,Barbati_45-64
141027,Dragu,Barbati_45-64
141081,Fildu De Jos,Barbati_45-64
141134,Galgau,Barbati_45-64
141232,Garbou,Barbati_45-64
141312,Halmasd,Barbati_45-64
141376,Hereclean,Barbati_45-64
141447,Hida,Barbati_45-64
141535,Horoatu Crasnei,Barbati_45-64
141580,Ileanda,Barbati_45-64
141722,Ip,Barbati_45-64
141786,Letca,Barbati_45-64
141884,Lozna,Femei_65_
141946,Marca,Barbati_45-64
142006,Maeriste,Barbati_45-64
142079,Mesesenii De Jos,Barbati_45-64
142122,Mirsid,Barbati_45-64
142177,Napradea,Barbati_45-64
142239,Nusfalau,Femei_45-64
142284,Pericei,Barbati_45-64
142337,Plopis,Barbati_45-64
142373,Poiana Blenchii,Barbati_45-64
142426,Romanasi,Barbati_45-64
142499,Rus,Barbati_45-64
142550,Salatig,Femei_45-64
142612,Sag,Barbati_45-64
142676,Sanmihaiu Almasului,Barbati_45-64
142710,Somes-Odorhei,Barbati_45-64
142774,Surduc,Barbati_45-64
142854,Samsud,Barbati_45-64
142881,Sarmasag,Barbati_45-64
142952,Valcau De Jos,Barbati_45-64
143021,Varsolt,Barbati_45-64
143067,Zalha,Barbati_45-64
143147,Zimbor,Barbati_25-34
143450,Municipiul Sibiu,Femei_45-64
143487,Cristian,Barbati_45-64
143502,Poplaca,Barbati_45-64
143520,Rasinari,Barbati_45-64
143557,Selimbar,Barbati_35-44
143619,Municipiul Medias,Barbati_45-64
143646,Tarnava,Barbati_45-64
143682,Oras Agnita,Barbati_45-64
143735,Oras Cisnadie,Barbati_45-64
143771,Oras Copsa Mica,Barbati_45-64
143806,Oras Dumbraveni,Barbati_45-64
143851,Oras Ocna Sibiului,Barbati_45-64
143888,Altina,Barbati_45-64
143922,Apoldu De Jos,Barbati_45-64
143959,Arpasu De Jos,Barbati_45-64
143995,Atel,Barbati_45-64
144054,Oras Avrig,Barbati_45-64
144116,Axente Sever,Barbati_45-64
144152,Bazna,Barbati_45-64
144198,Biertan,Barbati_45-64
144232,Barghis,Barbati_45-64
144303,Blajel,Barbati_45-64
144349,Brateiu,Femei_45-64
144376,Bradeni,Barbati_45-64
144410,Bruiu,Barbati_45-64
144456,Chirpar,Barbati_45-64
144508,Carta,Femei_45-64
144535,Cartisoara,Barbati_45-64
144553,Darlos,Barbati_45-64
144599,Gura Raului,Barbati_45-64
144615,Hoghilag,Barbati_45-64
144651,Iacobeni,Barbati_45-64
144713,Jina,Barbati_45-64
144731,Laslea,Barbati_45-64
144795,Loamnes,Barbati_45-64
144866,Ludos,Barbati_45-64
144893,Marpod,Barbati_45-64
144928,Oras Miercurea Sibiului,Barbati_45-64
144964,Merghindeal,Barbati_45-64
144991,Micasasa,Barbati_45-64
145042,Mihaileni,Barbati_45-64
145104,Mosna,Barbati_45-64
145140,Nocrich,Barbati_45-64
145202,Orlat,Barbati_45-64
145220,Pauca,Barbati_45-64
145275,Poiana Sibiului,Femei_45-64
145293,Porumbacu De Jos,Barbati_45-64
145355,Racovita,Barbati_45-64
145382,Rau Sadului,Femei_45-64
145408,Rosia,Barbati_45-64
145471,Sadu,Femei_45-64
145499,Oras Saliste,Barbati_45-64
145603,Slimnic,Barbati_45-64
145667,Seica Mare,Barbati_45-64
145738,Seica Mica,Barbati_45-64
145765,Sura Mare,Barbati_45-64
145792,Sura Mica,Barbati_45-64
145827,Oras Talmaciu,Barbati_45-64
145907,Tilisca,Barbati_45-64
145934,Turnu Rosu,Femei_45-64
145961,Valea Viilor,Femei_45-64
145998,Vurpar,Barbati_45-64
146012,Alma,Barbati_45-64
146021,Boita,Barbati_45-64
146263,Municipiul Suceava,Femei_45-64
146281,Ipotesti,Barbati_45-64
146325,Mitocu Dragomirnei,Barbati_45-64
146370,Oras Salcea,Barbati_45-64
146432,Scheia,Barbati_45-64
146502,Municipiul Campulung Moldovenesc,Femei_45-64
146539,Municipiul Falticeni,Femei_45-64
146584,Oras Gura Humorului,Femei_45-64
146628,Municipiul Radauti,Femei_45-64
146655,Oras Siret,Barbati_45-64
146708,Oras Solca,Barbati_45-64
146744,Municipiul Vatra Dornei,Femei_45-64
146799,Adancata,Barbati_45-64
146860,Arbore,Barbati_45-64
146904,Baia,Femei_45-64
146931,Oras Milisauti,Barbati_45-64
146995,Balcauti,Barbati_45-64
147036,Bilca,Barbati_45-64
147054,Bogdanesti,Barbati_45-64
147072,Boroaia,Barbati_45-64
147134,Bosanci,Barbati_45-64
147161,Botosana,Barbati_45-64
147205,Breaza,Barbati_45-64
147241,Brodina,Barbati_45-64
147358,Oras Brosteni,Barbati_45-64
147465,Bunesti,Barbati_45-64
147526,Cacica,Femei_45-64
147580,Calafindesti,Barbati_45-64
147633,Oras Cajvana,Barbati_45-64
147660,Ilisesti,Barbati_45-64
147713,Carlibaba,Barbati_45-64
147786,Cornu Luncii,Femei_45-64
147884,Crucea,Barbati_45-64
147937,Darmanesti,Barbati_45-64
148006,Oras Dolhasca,Barbati_45-64
148097,Dolhesti,Barbati_45-64
148131,Dorna-Arini,Barbati_45-64
148202,Dorna Candrenilor,Barbati_45-64
148293,Dornesti,Barbati_45-64
148328,Dragoiesti,Barbati_45-64
148382,Draguseni,Barbati_45-64
148426,Dumbraveni,Barbati_45-64
148453,Fantanele,Barbati_45-64
148514,Forasti,Barbati_45-64
148612,Oras Frasin,Barbati_45-64
148667,Fratautii Noi,Barbati_45-64
148694,Fratautii Vechi,Barbati_45-64
148729,Frumosu,Barbati_45-64
148765,Fundu Moldovei,Barbati_45-64
148872,Galanesti,Barbati_45-64
148916,Gramesti,Barbati_45-64
148970,Granicesti,Barbati_45-64
149049,Horodniceni,Barbati_45-64
149101,Horodnic De Jos,Barbati_45-64
149138,Iacobeni,Barbati_45-64
149183,Izvoarele Sucevei,Barbati_45-64
149227,Oras Liteni,Barbati_45-64
149290,Marginea,Barbati_45-64
149316,Malini,Barbati_45-64
149370,Manastirea Humorului,Barbati_45-64
149414,Moara,Barbati_45-64
149502,Moldova-Sulita,Barbati_45-64
149539,Moldovita,Barbati_45-64
149584,Musenita,Barbati_45-64
149655,Ostra,Femei_45-64
149682,Panaci,Barbati_45-64
149753,Paltinoasa,Barbati_45-64
149780,Partestii De Jos,Barbati_45-64
149833,Patrauti,Barbati_45-64
149851,Poiana Stampei,Barbati_45-64
149931,Pojorata,Barbati_45-64
149968,Preutesti,Barbati_45-64
150043,Putna,Barbati_45-64
150070,Radaseni,Barbati_45-64
150114,Rasca,Barbati_45-64
150178,Sadova,Barbati_45-64
150196,Satu Mare,Barbati_45-64
150221,Siminicea,Barbati_45-64
150258,Slatina,Barbati_45-64
150294,Straja,Femei_45-64
150310,Stroiesti,Barbati_45-64
150356,Stulpicani,Barbati_45-64
150418,Sucevita,Femei_45-64
150445,Saru Dornei,Barbati_45-64
150524,Todiresti,Barbati_45-64
150588,Udesti,Barbati_45-64
150702,Ulma,Barbati_45-64
150766,Vadu Moldovei,Femei_45-64
150891,Valea Moldovei,Barbati_45-64
150935,Vama,Barbati_45-64
150980,Vatra Moldovitei,Barbati_45-64
151022,Veresti,Barbati_45-64
151077,Vicovu De Jos,Barbati_45-64
151095,Oras Vicovu De Sus,Barbati_45-64
151120,Volovat,Barbati_45-64
151157,Vulturesti,Barbati_45-64
151246,Zamostea,Barbati_45-64
151344,Zvoristea,Barbati_45-64
151433,Comanesti,Barbati_45-64
151442,Iaslovat,Barbati_45-64
151451,Ciocanesti,Barbati_45-64
151460,Serbauti,Barbati_45-64
151479,Horodnic De Sus,Barbati_45-64
151488,Fantana Mare,Barbati_45-64
151497,Cosna,Barbati_45-64
151503,Capu Campului,Barbati_45-64
151512,Hantesti,Barbati_45-64
151521,Burla,Barbati_45-64
151530,Balaceana,Barbati_45-64
151549,Hartop,Barbati_45-64
151558,Voitinel,Barbati_45-64
151567,Ciprian Porumbescu,Barbati_45-64
151576,Berchisesti,Barbati_45-64
151585,Poieni-Solca,Barbati_45-64
151683,Municipiul Turnu Magurele,Barbati_45-64
151709,Ciuperceni,Femei_65_
151736,Islaz,Barbati_45-64
151763,Lita,Barbati_45-64
151790,Municipiul Alexandria,Barbati_45-64
151816,Nanov,Barbati_45-64
151834,Poroschia,Barbati_45-64
151870,Municipiul Rosiori De Vede,Barbati_45-64
151905,Oras Videle,Barbati_45-64
151932,Crevenicu,Barbati_45-64
151978,Oras Zimnicea,Femei_45-64
151996,Balaci,Femei_65_
152038,Babaita,Barbati_45-64
152083,Blejesti,Barbati_45-64
152127,Bogdana,Femei_65_
152172,Botoroaga,Femei_65_
152234,Bragadiru,Barbati_45-64
152252,Branceni,Barbati_45-64
152270,Bujoreni,Barbati_45-64
152314,Bujoru,Barbati_45-64
152332,Buzescu,Barbati_45-64
152350,Calinesti,Femei_65_
152412,Calmatuiu,Barbati_45-64
152467,Calmatuiu De Sus,Barbati_45-64
152500,Cervenia,Barbati_65_
152528,Ciolanesti,Femei_65_
152564,Contesti,Femei_65_
152582,Cosmesti,Barbati_45-64
152617,Crangeni,Barbati_45-64
152662,Crangu,Barbati_45-64
152724,Didesti,Barbati_45-64
152760,Dobrotesti,Barbati_45-64
152797,Dracsenei,Femei_65_
152868,Draganesti De Vede,Barbati_45-64
152902,Draganesti-Vlasca,Barbati_45-64
152948,Furculesti,Barbati_45-64
152993,Frumoasa,Barbati_45-64
153026,Galateni,Barbati_45-64
153062,Gratia,Barbati_45-64
153106,Izvoarele,Barbati_45-64
153124,Lisa,Barbati_45-64
153151,Lunca,Barbati_45-64
153204,Mavrodin,Barbati_45-64
153240,Magura,Barbati_45-64
153277,Maldaeni,Barbati_45-64
153295,Mereni,Barbati_45-64
153339,Marzanesti,Barbati_45-64
153384,Mosteni,Femei_65_
153400,Nasturelu,Barbati_45-64
153437,Necsesti,Femei_65_
153473,Olteni,Barbati_45-64
153507,Orbeasca,Barbati_45-64
153543,Peretu,Barbati_45-64
153561,Piatra,Barbati_45-64
153589,Pietrosani,Barbati_45-64
153605,Plosca,Barbati_45-64
153623,Plopii-Slavitesti,Femei_65_
153696,Poeni,Barbati_45-64
153776,Vitanesti,Barbati_45-64
153829,Putineiu,Barbati_45-64
153865,Radoiesti,Barbati_45-64
153909,Rasmiresti,Barbati_45-64
153936,Salcia,Femei_65_
153972,Saceni,Femei_65_
154013,Scrioastea,Barbati_45-64
154068,Scurtu Mare,Barbati_45-64
154139,Seaca,Barbati_45-64
154166,Sfintesti,Barbati_45-64
154184,Segarcea-Vale,Barbati_45-64
154228,Silistea,Barbati_45-64
154282,Silistea-Gumesti,Barbati_45-64
154308,Sarbeni,Barbati_45-64
154344,Slobozia Mandra,Barbati_65_
154380,Smardioasa,Barbati_45-64
154415,Stejaru,Femei_65_
154460,Suhaia,Barbati_45-64
154497,Storobaneasa,Barbati_65_
154521,Talpa,Femei_65_
154585,Tatarastii De Jos,Barbati_45-64
154665,Tatarastii De Sus,Barbati_45-64
154709,Toporu,Femei_65_
154736,Traian,Femei_65_
154754,Trivalea-Mosteni,Barbati_45-64
154790,Troianul,Barbati_45-64
154834,Tiganesti,Barbati_45-64
154852,Vedea,Barbati_45-64
154914,Viisoara,Barbati_45-64
154932,Vartoape,Barbati_45-64
154978,Zambreasca,Barbati_65_
154996,Nenciulesti,Barbati_45-64
155083,Beciu,Barbati_45-64
155092,Beuca,Barbati_45-64
155109,Dracea,Femei_65_
155118,Fantanele,Barbati_45-64
155127,Frasinet,Barbati_45-64
155136,Purani,Barbati_45-64
155145,Saelele,Barbati_45-64
155154,Uda-Clocociov,Femei_65_
155243,Municipiul Timisoara,Barbati_45-64
155261,Dumbravita,Barbati_35-44
155289,Ghiroda,Barbati_45-64
155314,Giroc,Barbati_35-44
155350,Municipiul Lugoj,Barbati_45-64
155403,Oras Buzias,Barbati_45-64
155458,Oras Deta,Barbati_45-64
155494,Oras Jimbolia,Barbati_45-64
155528,Oras Sannicolau Mare,Barbati_45-64
155546,Balint,Barbati_45-64
155591,Banloc,Barbati_45-64
155662,Bara,Femei_45-64
155724,Beba Veche,Barbati_45-64
155760,Becicherecu Mic,Barbati_45-64
155797,Belint,Barbati_45-64
155840,Bethausen,Barbati_45-64
155911,Biled,Barbati_45-64
155957,Barna,Barbati_45-64
156035,Bogda,Femei_65_
156106,Boldur,Barbati_45-64
156151,Brestovat,Barbati_45-64
156213,Carpinis,Barbati_45-64
156259,Cenad,Barbati_45-64
156277,Cenei,Barbati_45-64
156311,Cheveresu Mare,Barbati_45-64
156357,Oras Ciacova,Barbati_45-64
156437,Comlosu Mare,Barbati_45-64
156473,Costeiu,Barbati_45-64
156534,Criciova,Barbati_45-64
156589,Curtea,Femei_45-64
156623,Darova,Barbati_45-64
156669,Denta,Barbati_45-64
156712,Dudestii Vechi,Barbati_45-64
156767,Dumbrava,Barbati_45-64
156801,Oras Faget,Barbati_45-64
156927,Fardea,Barbati_45-64
157004,Foeni,Barbati_45-64
157031,Gavojdia,Barbati_45-64
157086,Oras Gataia,Barbati_45-64
157193,Ghizela,Barbati_45-64
157246,Giarmata,Barbati_45-64
157273,Giera,Barbati_45-64
157317,Giulvaz,Barbati_45-64
157362,Jamu Mare,Barbati_45-64
157424,Jebel,Barbati_45-64
157451,Lenauheim,Barbati_45-64
157497,Liebling,Barbati_45-64
157530,Lovrin,Barbati_45-64
157585,Margina,Barbati_45-64
157683,Masloc,Barbati_45-64
157736,Manastiur,Barbati_45-64
157781,Moravita,Barbati_45-64
157834,Mosnita Noua,Barbati_35-44
157898,Nadrag,Barbati_45-64
157923,Nitchidorf,Barbati_45-64
157969,Ohaba Lunga,Femei_45-64
158010,Ortisoara,Barbati_45-64
158065,Peciu Nou,Barbati_45-64
158109,Periam,Barbati_45-64
158136,Pietroasa,Barbati_45-64
158181,Pischia,Barbati_45-64
158243,Racovita,Barbati_45-64
158314,Oras Recas,Barbati_45-64
158396,Remetea Mare,Barbati_45-64
158449,Sacosu Turcesc,Barbati_45-64
158528,Satchinez,Barbati_45-64
158564,Sacalaz,Barbati_45-64
158608,Secas,Barbati_45-64
158653,Sanandrei,Barbati_45-64
158699,Sanmihaiu Roman,Barbati_45-64
158733,Sanpetru Mare,Barbati_45-64
158779,Sag,Barbati_45-64
158804,Stiuca,Barbati_45-64
158859,Teremia Mare,Barbati_45-64
158895,Tomesti,Barbati_45-64
158966,Topolovatu Mare,Barbati_45-64
159035,Tormac,Barbati_45-64
159071,Traian Vuia,Barbati_45-64
159142,Uivar,Barbati_45-64
159213,Varias,Barbati_45-64
159259,Victor Vlad Delamarina,Barbati_45-64
159339,Voiteg,Barbati_45-64
159366,Birda,Barbati_45-64
159375,Checea,Barbati_45-64
159384,Dudestii Noi,Barbati_45-64
159393,Fibis,Barbati_45-64
159400,Ghilad,Barbati_45-64
159419,Gottlob,Barbati_45-64
159428,Iecea Mare,Barbati_45-64
159437,Parta,Barbati_45-64
159446,Padureni,Barbati_45-64
159455,Saravale,Barbati_45-64
159464,Sandra,Barbati_45-64
159473,Tomnatic,Barbati_45-64
159482,Valcani,Barbati_45-64
159491,Livezile,Femei_45-64
159507,Pesac,Barbati_45-64
159516,Bucovat,Barbati_45-64
159525,Otelec,Barbati_45-64
159614,Municipiul Tulcea,Femei_45-64
159650,Oras Babadag,Barbati_45-64
159687,Oras Isaccea,Femei_45-64
159730,Oras Macin,Barbati_45-64
159767,Oras Sulina,Barbati_45-64
159785,Baia,Barbati_45-64
159847,Beidaud,Barbati_45-64
159883,C.a. Rosetti,Barbati_45-64
159945,Carcaliu,Barbati_65_
159963,Casimcea,Barbati_45-64
160047,Ceatalchioi,Barbati_45-64
160092,Ceamurlia De Jos,Barbati_45-64
160127,Cerna,Barbati_45-64
160172,Chilia Veche,Barbati_45-64
160225,Ciucurova,Barbati_45-64
160261,Crisan,Barbati_45-64
160305,Daeni,Barbati_45-64
160323,Dorobantu,Barbati_45-64
160387,Frecatei,Barbati_45-64
160430,Greci,Barbati_45-64
160458,Grindu,Barbati_45-64
160476,Hamcearca,Barbati_45-64
160528,Horia,Barbati_45-64
160564,Izvoarele,Barbati_65_
160617,Jijila,Barbati_45-64
160644,Jurilovca,Barbati_45-64
160680,Luncavita,Barbati_45-64
160724,Mahmudia,Barbati_45-64
160779,Maliuc,Barbati_45-64
160831,Mihai Bravu,Barbati_45-64
160877,Mihail Kogalniceanu,Barbati_45-64
160911,Murighiol,Femei_45-64
160993,Nalbant,Barbati_45-64
161035,Niculitel,Barbati_45-64
161053,Nufaru,Barbati_45-64
161106,Ostrov,Barbati_45-64
161133,Pardina,Barbati_45-64
161151,Peceneaga,Barbati_45-64
161179,Sarichioi,Barbati_45-64
161231,Sfantu Gheorghe,Barbati_45-64
161259,Slava Cercheza,Barbati_45-64
161286,Smardan,Barbati_45-64
161302,Somova,Barbati_45-64
161348,Stejaru,Barbati_45-64
161384,Topolog,Barbati_45-64
161464,Turcoaia,Barbati_45-64
161482,Valea Nucarilor,Barbati_45-64
161525,I.c.bratianu,Barbati_45-64
161543,Vacareni,Barbati_45-64
161552,Bestepe,Barbati_45-64
161561,Valea Teilor,Barbati_45-64
161794,Municipiul Barlad,Femei_45-64
161829,Municipiul Husi,Femei_45-64
161856,Oras Negresti,Barbati_45-64
161945,Municipiul Vaslui,Femei_45-64
162014,Albesti,Barbati_45-64
162069,Alexandru Vlahuta,Barbati_45-64
162149,Arsura,Barbati_45-64
162194,Banca,Barbati_45-64
162327,Bacani,Barbati_45-64
162381,Bacesti,Barbati_45-64
162452,Balteni,Barbati_45-64
162498,Berezeni,Barbati_45-64
162559,Blagesti,Barbati_45-64
162595,Bogdana,Barbati_45-64
162693,Bogdanesti,Barbati_45-64
162791,Bogdanita,Barbati_45-64
162871,Botesti,Barbati_45-64
162924,Bunesti-Averesti,Barbati_45-64
163002,Codaesti,Barbati_45-64
163057,Coroiesti,Barbati_45-64
163137,Costesti,Barbati_45-64
163208,Cretesti,Barbati_45-64
163253,Danesti,Barbati_45-64
163324,Deleni,Barbati_45-64
163379,Delesti,Barbati_45-64
163486,Dragomiresti,Barbati_45-64
163618,Dranceni,Barbati_45-64
163681,Duda-Epureni,Barbati_45-64
163734,Dumesti,Barbati_45-64
163789,Epureni,Barbati_45-64
163832,Falciu,Barbati_45-64
163903,Gagesti,Barbati_45-64
163967,Gherghesti,Barbati_45-64
164062,Garceni,Barbati_45-64
164133,Grivita,Barbati_45-64
164197,Hoceni,Barbati_45-64
164277,Dimitrie Cantemir,Barbati_45-64
164339,Iana,Barbati_45-64
164393,Ivanesti,Barbati_45-64
164543,Ivesti,Barbati_45-64
164598,Laza,Barbati_45-64
164687,Lipovat,Barbati_45-64
164749,Lunca Banului,Barbati_45-64
164829,Malusteni,Barbati_45-64
164892,Miclesti,Barbati_45-64
164936,Muntenii De Jos,Barbati_45-64
164981,Oras Murgeni,Barbati_45-64
165069,Oltenesti,Barbati_45-64
165130,Osesti,Barbati_45-64
165185,Padureni,Barbati_45-64
165274,Perieni,Barbati_45-64
165336,Poienesti,Barbati_45-64
165416,Pogana,Barbati_45-64
165470,Puiesti,Barbati_45-64
165611,Pungesti,Barbati_45-64
165719,Rebricea,Barbati_45-64
165817,Rosiesti,Barbati_45-64
165899,Solesti,Barbati_45-64
165979,Stanilesti,Barbati_45-64
166057,Stefan Cel Mare,Barbati_45-64
166137,Suletea,Barbati_45-64
166182,Tanacu,Barbati_45-64
166235,Tacuta,Barbati_45-64
166315,Tatarani,Barbati_45-64
166413,Todiresti,Barbati_45-64
166529,Tutova,Barbati_45-64
166636,Valeni,Barbati_45-64
166672,Vetrisoaia,Femei_65_
166707,Viisoara,Barbati_45-64
166770,Vinderei,Barbati_45-64
166869,Voinesti,Barbati_45-64
166985,Vulturesti,Barbati_45-64
167035,Vutcani,Barbati_45-64
167071,Zapodeni,Barbati_45-64
167179,Zorleni,Barbati_45-64
167222,Ibanesti,Barbati_45-64
167231,Fruntiseni,Barbati_45-64
167240,Rafaila,Barbati_45-64
167259,Pogonesti,Barbati_45-64
167268,Ciocani,Barbati_45-64
167277,Cozmesti,Barbati_45-64
167286,Dodesti,Barbati_45-64
167295,Feresti,Barbati_45-64
167302,Muntenii De Sus,Barbati_45-64
167311,Pochidia,Barbati_45-64
167320,Puscasi,Barbati_45-64
167473,Municipiul Ramnicu Valcea,Femei_45-64
167641,Oras Baile Govora,Barbati_45-64
167696,Oras Baile Olanesti,Barbati_45-64
167794,Oras Brezoi,Barbati_45-64
167909,Oras Calimanesti,Femei_45-64
167981,Municipiul Dragasani,Femei_45-64
168041,Oras Horezu,Femei_45-64
168130,Oras Ocnele Mari,Barbati_45-64
168229,Alunu,Barbati_45-64
168309,Amarasti,Barbati_45-64
168372,Oras Babeni,Barbati_45-64
168452,Oras Balcesti,Barbati_45-64
168559,Barbatesti,Barbati_45-64
168602,Oras Berbesti,Barbati_45-64
168675,Berislavesti,Barbati_45-64
168755,Boisoara,Barbati_45-64
168791,Budesti,Barbati_45-64
168880,Bujoreni,Barbati_45-64
168960,Bunesti,Barbati_45-64
169039,Cernisoara,Barbati_45-64
169119,Caineni,Barbati_45-64
169182,Copaceni,Barbati_45-64
169253,Costesti,Barbati_45-64
169306,Creteni,Barbati_45-64
169351,Daesti,Barbati_45-64
169404,Danicei,Barbati_45-64
169547,Dragoesti,Barbati_45-64
169583,Fauresti,Barbati_45-64
169681,Fartatesti,Barbati_45-64
169896,Francesti,Barbati_45-64
169994,Galicea,Barbati_45-64
170097,Ghioroiu,Barbati_45-64
170168,Glavile,Barbati_65_
170220,Golesti,Barbati_45-64
170346,Gradistea,Barbati_45-64
170444,Gusoeni,Barbati_45-64
170514,Ionesti,Barbati_45-64
170612,Lalosu,Barbati_45-64
170685,Ladesti,Barbati_45-64
170792,Lapusata,Barbati_45-64
170872,Livezi,Barbati_45-64
170952,Lungesti,Barbati_45-64
171021,Malaia,Barbati_45-64
171067,Mateesti,Barbati_45-64
171101,Maciuca,Barbati_45-64
171209,Madulari,Femei_65_
171272,Maldaresti,Barbati_45-64
171325,Mihaesti,Barbati_45-64
171469,Milcoiu,Barbati_45-64
171539,Muereasca,Barbati_45-64
