Siruta,Localitate,Judet,Populatie
107118,Baita De Sub Codru,mm,1875
107154,Baiut,mm,2427
107190,Basesti,mm,1409
107234,Bicaz,mm,1052
107270,Bistra,mm,4357
107314,Barsana,mm,4722
107350,Bocicoiu Mare,mm,4508
107403,Bogdan Voda,mm,3052
107430,Boiu Mare,mm,1126
107485,Botiza,mm,2590
107519,Budesti,mm,3085
107546,Calinesti,mm,3160
107582,Cernesti,mm,3671
107662,Cicarlau,mm,4186
107715,Campulung La Tisa,mm,2510
107733,Copalnic-Manastur,mm,5663
107868,Coroieni,mm,2398
107920,Cupseni,mm,3489
107975,Desesti,mm,2371
108017,Oras Dragomiresti,mm,3262
108035,Dumbravita,mm,4331
108106,Farcasa,mm,3920
108151,Giulesti,mm,3212
108204,Ieud,mm,4396
108222,Lapus,mm,3704
108240,Leordina,mm,2435
108268,Miresu Mare,mm,4813
108348,Moisei,mm,9295
108366,Oarta De Jos,mm,1183
108400,Ocna Sugatag,mm,4186
108455,Petrova,mm,2495
108473,Poienile De Sub Munte,mm,10261
108491,Remetea Chioarului,mm,2878
108552,Remeti,mm,3217
108598,Repedea,mm,4962
108614,Rona De Jos,mm,2044
108632,Rona De Sus,mm,4610
108669,Rozavlea,mm,3199
108696,Ruscova,mm,5622
108712,Satulung,mm,5929
108794,Sacalaseni,mm,2292
108874,Sacel,mm,3487
108892,Oras Salistea De Sus,mm,5141
108918,Salsig,mm,1648
108945,Sapanta,mm,3178
108963,Oras Seini,mm,9605
109005,Stramtura,mm,3693
109041,Suciu De Sus,mm,4015
109096,Sisesti,mm,5457
109176,Oras Somcuta Mare,mm,7999
109265,Oras Ulmeni,mm,7558
109354,Valea Chioarului,mm,2078
109425,Vima Mica,mm,1467
109504,Viseu De Jos,mm,5173
109773,Municipiul Drobeta-Turnu Severin,mh,109730
109826,Simian,mh,10278
109924,Oras Baia De Arama,mh,5596
110027,Obarsia-Closani,mh,1036
110063,Municipiul Orsova,mh,12939
110116,Oras Strehaia,mh,11405
110232,Oras Vanju Mare,mh,5884
110296,Bala,mh,3818
110456,Balta,mh,1038
110535,Balacita,mh,2760
110571,Bacles,mh,1889
110688,Balvanesti,mh,913
110740,Breznita-Motru,mh,1436
110820,Breznita-Ocol,mh,4004
110875,Brosteni,mh,2783
110946,Burila Mare,mh,2102
111006,Butoiesti,mh,3247
111097,Cazanesti,mh,2136
111220,Ciresu,mh,491
111275,Corcova,mh,6085
111417,Corlatel,mh,1283
111444,Cujmir,mh,3350
111480,Devesel,mh,2979
111550,Darvari,mh,2607
111587,Dumbrava,mh,1393
111685,Floresti,mh,2586
111783,Garla Mare,mh,3632
111818,Godeanu,mh,582
111863,Gogosu,mh,4232
111916,Greci,mh,1233
111989,Grozesti,mh,2043
112030,Gruia,mh,3043
112076,Hinova,mh,2887
112129,Husnicioara,mh,1280
112245,Eselnita,mh,2903
112263,Ilovat,mh,1216
112334,Ilovita,mh,1320
112370,Isverna,mh,2140
112469,Izvoru Barzii,mh,2775
112548,Jiana,mh,4648
112600,Livezile,mh,1463
112664,Malovat,mh,2629
112744,Obarsia De Camp,mh,1777
112771,Oprisor,mh,2238
112806,Padina,mh,1241
112879,Patulele,mh,3717
112904,Dubova,mh,934
112959,Podeni,mh,845
112995,Ponoarele,mh,2452
113153,Poroina Mare,mh,977
113206,Pristol,mh,1449
113233,Prunisor,mh,1920
113395,Punghina,mh,3286
113466,Rogova,mh,1384
113493,Salcia,mh,2801
113518,Stangaceaua,mh,1297
113607,Svinita,mh,961
113625,Sisesti,mh,2622
113698,Sovarna,mh,1122
113732,Tamna,mh,3301
113849,Vanatori,mh,1922
113894,Vanjulet,mh,1844
113929,Vladaia,mh,1630
113974,Voloiac,mh,1696
114060,Branistea,mh,1869
114079,Vrata,mh,1926
114319,Municipiul Targu Mures,ms,150286
114355,Cristesti,ms,6332
114382,Sancraiu De Mures,ms,8433
114417,Sangeorgiu De Mures,ms,10139
114453,Santana De Mures,ms,5732
114514,Municipiul Sighisoara,ms,34250
114603,Albesti,ms,6130
114710,Oras Ludus,ms,17606
114809,Municipiul Reghin,ms,38237
114854,Oras Sovata,ms,10557
114925,Municipiul Tarnaveni,ms,26500
114970,Acatari,ms,4813
115076,Adamus,ms,5611
115147,Alunis,ms,3174
115183,Apold,ms,3197
115236,Atintis,ms,1577
115307,Bahnea,ms,3739
115389,Band,ms,6571
115520,Batos,ms,4257
115575,Bagaciu,ms,2599
115600,Bala,ms,704
115637,Balauseri,ms,5146
115708,Beica De Jos,ms,2222
115771,Bichis,ms,862
115824,Bogata,ms,1933
115851,Breaza,ms,2527
115897,Brancovenesti,ms,4010
115959,Ceuasu De Campie,ms,6097
116046,Chetani,ms,2623
116126,Chiheru De Jos,ms,1568
116171,Coroisanmartin,ms,1519
116224,Cozma,ms,537
116288,Craciunesti,ms,4355
116340,Craiesti,ms,907
116395,Cucerdea,ms,1414
116439,Cuci,ms,1983
116493,Danes,ms,5706
116545,Deda,ms,4348
116590,Eremitu,ms,4097
116652,Ernei,ms,5970
116723,Faragau,ms,1738
116796,Fantanele,ms,4971
116867,Galesti,ms,2615
116938,Ganesti,ms,3641
116983,Gheorghe Doja,ms,2910
117042,Ghindari,ms,3391
117113,Glodeni,ms,3743
117177,Gornesti,ms,5735
117275,Grebenisu De Campie,ms,1749
117319,Gurghiu,ms,6220
117426,Hodac,ms,5161
117505,Hodosa,ms,1227
117550,Ibanesti,ms,4287
117667,Iclanzel,ms,2144
117783,Ideciu De Jos,ms,2129
117827,Oras Iernut,ms,9775
117925,Livezeni,ms,3270
117998,Lunca,ms,2493
118058,Lunca Bradului,ms,2076
118094,Magherani,ms,1357
118209,Mica,ms,4774
118281,Oras Miercurea Nirajului,ms,6106
118370,Mihesu De Campie,ms,2501
118469,Nades,ms,2997
118511,Neaua,ms,1416
118575,Ogra,ms,2630
118637,Papiu Ilarian,ms,894
118691,Panet,ms,6114
118753,Pasareni,ms,1787
118799,Petelea,ms,3041
118824,Pogaceaua,ms,2024
118931,Rastolita,ms,1846
118995,Raciu,ms,3652
119153,Rusii-Munti,ms,2191
119206,Saschiz,ms,2280
119242,Oras Sarmasu,ms,7184
119331,Oras Sangeorgiu De Padure,ms,5473
119386,Sanger,ms,2443
119466,Sanpaul,ms,4413
119527,Sanpetru De Campie,ms,2837
119590,Solovastru,ms,2877
119625,Stanceni,ms,1472
119661,Suplac,ms,2316
119723,Suseni,ms,2349
119750,Saulia,ms,2062
119803,Sincai,ms,1619
119858,Taureni,ms,986
119894,Oras Ungheni,ms,7534
119974,Valea Larga,ms,3062
120076,Vargata,ms,1953
120138,Vatava,ms,1985
120174,Vetca,ms,790
120218,Viisoara,ms,1886
120254,Vanatori,ms,4336
120316,Voivodeni,ms,1802
120343,Zagar,ms,1304
120370,Zau De Campie,ms,3334
120478,Chibed,ms,1771
120487,Corunca,ms,3038
120496,Sarateni,ms,1484
120502,Madaras,ms,1641
120511,Bereni,ms,1248
120726,Municipiul Piatra-Neamt,nt,115369
120771,Dumbrava Rosie,nt,8327
120824,Savinesti,nt,6778
120860,Municipiul Roman,nt,70747
120888,Cordun,nt,7933
120922,Horia,nt,7358
120968,Oras Bicaz,nt,8630
121055,Oras Targu Neamt,nt,22058
121108,Agapia,nt,4311
121153,Bahna,nt,3529
121242,Baltatesti,nt,4254
121297,Bicaz-Chei,nt,4664
121340,Bicazu Ardelean,nt,3881
121386,Bira,nt,2011
121466,Bargauani,nt,3840
121607,Bodesti,nt,4787
121652,Borca,nt,6664
121732,Borlesti,nt,9556
121796,Botesti,nt,5181
121876,Bozieni,nt,2982
121938,Brusturi,nt,4028
122025,Ceahlau,nt,2460
122061,Candesti,nt,4266
122132,Costisa,nt,3534
122187,Cracaoani,nt,4423
122249,Damuc,nt,3069
122285,Dobreni,nt,1807
122347,Doljesti,nt,7650
122392,Dragomiresti,nt,2246
122463,Dulcesti,nt,2634
122551,Farcasa,nt,3220
122613,Faurei,nt,2198
122668,Gheraesti,nt,6749
122702,Girov,nt,5183
122828,Garcina,nt,4942
122864,Grinties,nt,2502
122908,Grumazesti,nt,5488
122953,Hangu,nt,3947
123013,Icusesti,nt,4847
123102,Ion Creanga,nt,5793
123175,Margineni,nt,3881
123228,Moldoveni,nt,2173
123255,Oniceni,nt,3730
123371,Pastraveni,nt,4076
123424,Petricani,nt,6120
123479,Piatra Soimului,nt,8631
123521,Pipirig,nt,9054
123601,Pangarati,nt,5504
123674,Podoleni,nt,5787
123709,Poienari,nt,1639
123790,Poiana Teiului,nt,4962
123914,Raucesti,nt,8602
123969,Razboieni,nt,2303
124028,Rediu,nt,5437
124073,Romani,nt,4306
124117,Oras Roznov,nt,10327
124153,Sagna,nt,5336
124206,Sabaoani,nt,11902
124233,Secuieni,nt,3242
124331,Stanita,nt,2191
124411,Stefan Cel Mare,nt,3127
124493,Tarcau,nt,3493
124563,Tasca,nt,2622
124616,Tazlau,nt,2812
124634,Tamaseni,nt,9928
124661,Timisesti,nt,4104
124723,Trifesti,nt,5063
124750,Tupilati,nt,2195
124803,Tibucani,nt,4124
124849,Urecheni,nt,4150
124885,Valea Ursului,nt,4282
124938,Alexandru Cel Bun,nt,6040
125016,Vanatori-Neamt,nt,8724
125061,Zanesti,nt,6143
125098,Dochia,nt,2557
125105,Ruginoasa,nt,1916
125114,Ghindaoani,nt,2060
125123,Valeni,nt,1537
125132,Draganesti,nt,1557
125141,Pancesti,nt,1540
125150,Gadinti,nt,2487
125169,Negresti,nt,1859
125178,Boghicea,nt,2638
125347,Municipiul Slatina,ot,84593
125374,Slatioara,ot,2433
125418,Oras Bals,ot,21186
125472,Municipiul Caracal,ot,35232
125490,Draghiceni,ot,1783
125542,Oras Corabia,ot,18264
125588,Garcov,ot,2371
125622,Oras Draganesti-Olt,ot,12026
125659,Babiciu,ot,2091
125677,Baldovinesti,ot,1069
125757,Barasti,ot,1379
125846,Barza,ot,2630
125873,Bobicesti,ot,3048
125962,Brastavatu,ot,4484
125999,Brebeni,ot,2673
126022,Brancoveni,ot,2634
126077,Bucinisu,ot,1974
126102,Cezieni,ot,1704
126148,Cilieni,ot,3233
126166,Carlogani,ot,2348
126228,Colonesti,ot,1668
126326,Corbu,ot,2285
126380,Coteana,ot,2246
126406,Crampoia,ot,3600
126433,Curtisoara,ot,4309
126503,Cungrea,ot,1965
126585,Daneasa,ot,3666
126647,Deveselu,ot,3212
126674,Dobretu,ot,1252
126718,Dobrosloveni,ot,3757
126772,Dobroteasa,ot,1608
126825,Dobrun,ot,1495
126905,Fagetelu,ot,863
126978,Falcoiu,ot,3823
127019,Farcasele,ot,4826
127064,Ganeasa,ot,3590
127126,Giuvarasti,ot,2295
127144,Gostavatu,ot,2865
127171,Gradinari,ot,2463
127224,Grojdibodu,ot,2804
127251,Ianca,ot,3693
127288,Iancu Jianu,ot,4342
127322,Icoana,ot,1821
127368,Izbiceni,ot,4641
127386,Izvoarele,ot,3579
127411,Leleasca,ot,1406
127493,Maruntei,ot,4007
127536,Mihaesti,ot,1523
127563,Milcov,ot,1471
127625,Morunglav,ot,2451
127689,Movileni,ot,3430
127714,Nicolae Titulescu,ot,1261
127750,Obarsia,ot,2632
127812,Oboga,ot,1690
127858,Oporelu,ot,1087
127901,Optasi-Magura,ot,1210
127938,Orlea,ot,2247
127983,Osica De Sus,ot,4813
128052,Perieti,ot,2050
128105,Oras Piatra-Olt,ot,6581
128178,Parscoveni,ot,3009
128221,Plesoiu,ot,2852
128301,Poboru,ot,1977
128374,Oras Potcoava,ot,5849
128436,Priseaca,ot,1615
128472,Radomiresti,ot,3240
128524,Redea,ot,2801
128560,Rotunda,ot,2745
128588,Rusanesti,ot,4283
128613,Scarisoara,ot,3142
128659,Schitu,ot,2638
128711,Oras Scornicesti,ot,12070
128864,Seaca,ot,1883
128882,Samburesti,ot,1041
128962,Spineni,ot,1655
129040,Sprancenata,ot,2475
129095,Stoenesti,ot,2318
129111,Stoicanesti,ot,2716
129139,Strejesti,ot,3025
129184,Studina,ot,2697
129246,Serbanesti,ot,2858
129282,Stefan Cel Mare,ot,1770
129317,Tatulesti,ot,869
129380,Teslui,ot,2464
129460,Tia Mare,ot,4284
129503,Topana,ot,706
129567,Traian,ot,3078
129585,Tufeni,ot,2800
129629,Urzica,ot,2175
129656,Valea Mare,ot,3702
129718,Vadastra,ot,1392
129745,Vadastrita,ot,3265
129763,Valeni,ot,2714
129816,Verguleasa,ot,2787
129898,Visina,ot,2866
129914,Vitomiresti,ot,2035
129987,Valcele,ot,2378
130026,Vladila,ot,2080
130062,Voineasa,ot,2135
130124,Vulpeni,ot,2207
130231,Vulturesti,ot,2340
130286,Balteni,ot,1618
130295,Calui,ot,1542
130302,Gavanesti,ot,1914
130311,Ghimpeteni,ot,1478
130320,Gradinile,ot,1467
130339,Gura Padinii,ot,1723
130348,Ipotesti,ot,1562
130357,Osica De Jos,ot,1556
130366,Sarbii - Magura,ot,1896
130375,Visina Noua,ot,1733
130384,Soparlita,ot,1226
130534,Municipiul Ploiesti,ph,233762
130552,Barcanesti,ph,9697
130614,Berceni,ph,6378
130678,Blejoi,ph,8812
130712,Brazi,ph,8293
130785,Bucov,ph,11225
130847,Paulesti,ph,6079
130892,Targsoru Vechi,ph,10222
130954,Oras Azuga,ph,4851
130981,Oras Baicoi,ph,19074
131069,Oras Boldesti-Scaeni,ph,11594
131103,Oras Breaza,ph,16766
131210,Oras Busteni,ph,9907
131256,Municipiul Campina,ph,37574
131274,Poiana Campina,ph,5099
131336,Oras Comarnic,ph,12480
131407,Oras Mizil,ph,16496
131443,Oras Plopeni,ph,9081
131461,Dumbravesti,ph,3703
131540,Oras Sinaia,ph,11540
131577,Oras Slanic,ph,5941
131620,Oras Urlati,ph,11634
131817,Oras Valenii De Munte,ph,13628
131835,Gura Vitioarei,ph,6081
131899,Adunati,ph,2082
131933,Albesti-Paleologu,ph,5581
131988,Alunis,ph,3398
132011,Apostolache,ph,2106
132075,Aricestii Rahtivani,ph,8128
132137,Aricestii Zeletin,ph,1226
132164,Baba Ana,ph,4147
132226,Balta Doamnei,ph,2393
132271,Baltesti,ph,3789
132315,Banesti,ph,5642
132342,Bertea,ph,3183
132379,Boldesti-Gradistea,ph,1774
132404,Brebu,ph,7156
132459,Calugareni,ph,1207
132486,Carbunesti,ph,1741
132510,Ceptura,ph,4646
132574,Cerasu,ph,4645
132645,Chiojdeanca,ph,1591
132681,Ciorani,ph,6751
132716,Cocorastii Mislii,ph,3379
132752,Colceag,ph,4785
132805,Cornu,ph,4288
132841,Cosminele,ph,1025
132896,Drajna,ph,5416
133018,Draganesti,ph,4877
133090,Dumbrava,ph,4474
133161,Filipestii De Padure,ph,10541
133214,Filipestii De Targ,ph,8329
133278,Fantanele,ph,2041
133330,Floresti,ph,7894
133394,Fulga,ph,3266
133429,Gherghita,ph,1999
133508,Gorgota,ph,5147
133562,Gornet,ph,2903
133615,Gornet-Cricov,ph,2267
133688,Gura Vadului,ph,2257
133722,Iordacheanu,ph,5363
133795,Izvoarele,ph,6686
133866,Jugureni,ph,540
133919,Lapos,ph,1207
133964,Lipanesti,ph,5262
134014,Magurele,ph,4722
134050,Magureni,ph,6448
134096,Maneciu,ph,10677
134194,Manesti,ph,3973
134336,Pacureti,ph,2107
134390,Plopu,ph,2382
134443,Podenii Noi,ph,4863
134559,Poienarii Burchii,ph,4837
134648,Posesti,ph,3985
134755,Predeal-Sarari,ph,2319
134853,Provita De Jos,ph,2277
134899,Provita De Sus,ph,2021
134942,Puchenii Mari,ph,8425
135020,Rafov,ph,5396
135128,Salcia,ph,1043
135146,Salciile,ph,1844
135164,Scorteni,ph,5753
135226,Secaria,ph,1224
135244,Sangeru,ph,5543
135315,Starchiojd,ph,3815
135404,Surani,ph,1871
135431,Sirna,ph,4864
135501,Soimari,ph,3123
135547,Sotrile,ph,3353
135618,Stefesti,ph,2381
135654,Talea,ph,1045
135681,Tataru,ph,891
135725,Teisani,ph,3698
135789,Telega,ph,5560
135850,Tinosu,ph,2417
135896,Tomsani,ph,4409
135949,Valea Calugareasca,ph,10921
136107,Valea Doftanei,ph,6696
136134,Varbilau,ph,6881
136198,Valcanesti,ph,3845
136241,Cocorastii Colt,ph,2986
136250,Olari,ph,1911
136269,Vadu Sapat,ph,1726
136278,Batrani,ph,2113
136483,Municipiul Satu Mare,sm,122560
136526,Municipiul Carei,sm,24601
136553,Capleni,sm,3223
136599,Oras Negresti-Oas,sm,16886
136642,Oras Tasnad,sm,9524
136713,Acas,sm,3019
136768,Andrid,sm,2679
136802,Apa,sm,2758
136848,Oras Ardud,sm,7461
136919,Batarci,sm,3854
136964,Beltiug,sm,3440
137032,Berveni,sm,3684
137069,Bixad,sm,7549
137103,Barsau,sm,2330
137130,Bogdand,sm,2853
137185,Botiz,sm,3839
137229,Calinesti-Oas,sm,5138
137274,Camarzana,sm,2433
137292,Cauas,sm,2540
137363,Cehal,sm,1645
137407,Certeze,sm,5856
137443,Craidorolt,sm,2252
137504,Crucisor,sm,2669
137540,Culciu,sm,4163
137611,Doba,sm,2989
137675,Dorolt,sm,4093
137728,Foieni,sm,1940
137746,Gherta Mica,sm,3701
137764,Halmeu,sm,5346
137844,Hodod,sm,3025
137899,Homoroade,sm,1826
137960,Lazuri,sm,6256
138039,Oras Livada,sm,7341
138084,Mediesu Aurit,sm,6843
138164,Micula,sm,4166
138208,Moftin,sm,4515
138280,Odoreu,sm,5912
138351,Orasu Nou,sm,3875
138431,Paulesti,sm,5815
138501,Petresti,sm,1926
138538,Pir,sm,1594
138574,Piscolt,sm,3205
138618,Pomi,sm,1925
138663,Sanislau,sm,3750
138734,Santau,sm,2613
138770,Sacaseni,sm,1258
138805,Sauca,sm,1536
138869,Socond,sm,2948
138921,Supur,sm,4200
139009,Tarna Mare,sm,4004
139054,Terebesti,sm,1899
139107,Tiream,sm,2425
139143,Tarsolt,sm,3084
139170,Turt,sm,8305
139214,Turulung,sm,4336
139250,Urziceni,sm,1481
139287,Valea Vinului,sm,2001
139330,Vama,sm,4095
139358,Vetis,sm,5421
139394,Viile Satu Mare,sm,3800
139704,Municipiul Zalau,sj,69857
139740,Oras Cehu Silvaniei,sj,7758
139811,Oras Jibou,sj,11963
139884,Oras Simleu Silvaniei,sj,17420
139937,Agrij,sj,1416
139982,Almasu,sj,2147
140084,Babeni,sj,1612
140146,Balan,sj,3853
140208,Banisor,sj,2023
140244,Benesat,sj,1498
140280,Bobota,sj,3998
140324,Bocsa,sj,3476
140379,Buciumi,sj,2609
140440,Camar,sj,1702
140477,Carastelec,sj,1061
140501,Chiesd,sj,2602
140547,Cizer,sj,2236
140583,Coseiu,sj,1178
140627,Crasna,sj,6722
140672,Creaca,sj,2783
140770,Cristolt,sj,1254
140823,Criseni,sj,3053
140869,Cuzaplac,sj,1713
140958,Dobrin,sj,1677
141027,Dragu,sj,1354
141081,Fildu De Jos,sj,1372
141134,Galgau,sj,2426
141232,Garbou,sj,2163
141312,Halmasd,sj,2427
141376,Hereclean,sj,3809
141447,Hida,sj,2736
141535,Horoatu Crasnei,sj,2601
141580,Ileanda,sj,2432
141722,Ip,sj,3783
141786,Letca,sj,1811
141884,Lozna,sj,967
141946,Marca,sj,2718
142006,Maeriste,sj,2980
142079,Mesesenii De Jos,sj,3120
142122,Mirsid,sj,2407
142177,Napradea,sj,2765
142239,Nusfalau,sj,3925
142284,Pericei,sj,3872
142337,Plopis,sj,2591
142373,Poiana Blenchii,sj,1229
142426,Romanasi,sj,3133
142499,Rus,sj,1084
142550,Salatig,sj,2741
142612,Sag,sj,3331
142676,Sanmihaiu Almasului,sj,1684
142710,Somes-Odorhei,sj,2777
142774,Surduc,sj,3732
142854,Samsud,sj,1834
142881,Sarmasag,sj,6666
142952,Valcau De Jos,sj,3238
143021,Varsolt,sj,2301
143067,Zalha,sj,909
143147,Zimbor,sj,1004
143450,Municipiul Sibiu,sb,169880
143487,Cristian,sb,4193
143502,Poplaca,sb,1815
143520,Rasinari,sb,5753
143557,Selimbar,sb,9253
143619,Municipiul Medias,sb,58607
143646,Tarnava,sb,3366
143682,Oras Agnita,sb,12078
143735,Oras Cisnadie,sb,19335
143771,Oras Copsa Mica,sb,6067
143806,Oras Dumbraveni,sb,8685
143851,Oras Ocna Sibiului,sb,4332
143888,Altina,sb,1850
143922,Apoldu De Jos,sb,1322
143959,Arpasu De Jos,sb,2842
143995,Atel,sb,1703
144054,Oras Avrig,sb,15674
144116,Axente Sever,sb,4313
144152,Bazna,sb,4240
144198,Biertan,sb,3096
144232,Barghis,sb,2238
144303,Blajel,sb,2427
144349,Brateiu,sb,4031
144376,Bradeni,sb,1638
144410,Bruiu,sb,927
144456,Chirpar,sb,1909
144508,Carta,sb,1160
144535,Cartisoara,sb,1328
144553,Darlos,sb,3566
144599,Gura Raului,sb,3734
144615,Hoghilag,sb,2429
144651,Iacobeni,sb,3351
144713,Jina,sb,3992
144731,Laslea,sb,4183
144795,Loamnes,sb,2920
144866,Ludos,sb,746
144893,Marpod,sb,929
144928,Oras Miercurea Sibiului,sb,4814
144964,Merghindeal,sb,1581
144991,Micasasa,sb,2243
145042,Mihaileni,sb,1111
145104,Mosna,sb,3708
145140,Nocrich,sb,3336
145202,Orlat,sb,3334
145220,Pauca,sb,2094
145275,Poiana Sibiului,sb,2249
145293,Porumbacu De Jos,sb,3250
145355,Racovita,sb,2958
145382,Rau Sadului,sb,611
145408,Rosia,sb,5771
145471,Sadu,sb,2548
145499,Oras Saliste,sb,5939
145603,Slimnic,sb,3924
145667,Seica Mare,sb,4760
145738,Seica Mica,sb,1853
145765,Sura Mare,sb,4565
145792,Sura Mica,sb,3048
145827,Oras Talmaciu,sb,8170
145907,Tilisca,sb,1509
145934,Turnu Rosu,sb,2423
145961,Valea Viilor,sb,2254
145998,Vurpar,sb,2885
146012,Alma,sb,1982
146021,Boita,sb,1681
146263,Municipiul Suceava,sv,116666
146281,Ipotesti,sv,7242
146325,Mitocu Dragomirnei,sv,5145
146370,Oras Salcea,sv,10489
146432,Scheia,sv,10958
146502,Municipiul Campulung Moldovenesc,sv,20158
146539,Municipiul Falticeni,sv,31612
146584,Oras Gura Humorului,sv,17074
146628,Municipiul Radauti,sv,33227
146655,Oras Siret,sv,9732
146708,Oras Solca,sv,2630
146744,Municipiul Vatra Dornei,sv,17186
146799,Adancata,sv,4355
146860,Arbore,sv,7555
146904,Baia,sv,7485
146931,Oras Milisauti,sv,5466
146995,Balcauti,sv,3169
147036,Bilca,sv,3889
147054,Bogdanesti,sv,4159
147072,Boroaia,sv,4794
147134,Bosanci,sv,7795
147161,Botosana,sv,2622
147205,Breaza,sv,1607
147241,Brodina,sv,3984
147358,Oras Brosteni,sv,6509
147465,Bunesti,sv,2769
147526,Cacica,sv,4394
147580,Calafindesti,sv,2982
147633,Oras Cajvana,sv,9471
147660,Ilisesti,sv,2907
147713,Carlibaba,sv,1935
147786,Cornu Luncii,sv,7389
147884,Crucea,sv,2101
147937,Darmanesti,sv,5897
148006,Oras Dolhasca,sv,11465
148097,Dolhesti,sv,3837
148131,Dorna-Arini,sv,2913
148202,Dorna Candrenilor,sv,3071
148293,Dornesti,sv,4840
148328,Dragoiesti,sv,2597
148382,Draguseni,sv,2628
148426,Dumbraveni,sv,9658
148453,Fantanele,sv,4769
148514,Forasti,sv,4702
148612,Oras Frasin,sv,6635
148667,Fratautii Noi,sv,5885
148694,Fratautii Vechi,sv,5322
148729,Frumosu,sv,3496
148765,Fundu Moldovei,sv,4050
148872,Galanesti,sv,2851
148916,Gramesti,sv,2992
148970,Granicesti,sv,5643
149049,Horodniceni,sv,3686
149101,Horodnic De Jos,sv,2458
149138,Iacobeni,sv,2153
149183,Izvoarele Sucevei,sv,2235
149227,Oras Liteni,sv,10359
149290,Marginea,sv,11061
149316,Malini,sv,7842
149370,Manastirea Humorului,sv,3732
149414,Moara,sv,5546
149502,Moldova-Sulita,sv,2075
149539,Moldovita,sv,5261
149584,Musenita,sv,1892
149655,Ostra,sv,3176
149682,Panaci,sv,2294
149753,Paltinoasa,sv,6019
149780,Partestii De Jos,sv,2797
149833,Patrauti,sv,5381
149851,Poiana Stampei,sv,2307
149931,Pojorata,sv,3007
149968,Preutesti,sv,7113
150043,Putna,sv,3891
150070,Radaseni,sv,4229
150114,Rasca,sv,5168
150178,Sadova,sv,2508
150196,Satu Mare,sv,4614
150221,Siminicea,sv,2975
150258,Slatina,sv,5601
150294,Straja,sv,5914
150310,Stroiesti,sv,3356
150356,Stulpicani,sv,6096
150418,Sucevita,sv,3173
150445,Saru Dornei,sv,4240
150524,Todiresti,sv,5370
150588,Udesti,sv,7970
150702,Ulma,sv,2282
150766,Vadu Moldovei,sv,4564
150891,Valea Moldovei,sv,4458
150935,Vama,sv,6189
150980,Vatra Moldovitei,sv,4461
151022,Veresti,sv,7428
151077,Vicovu De Jos,sv,6522
151095,Oras Vicovu De Sus,sv,16176
151120,Volovat,sv,5711
151157,Vulturesti,sv,3597
151246,Zamostea,sv,3111
151344,Zvoristea,sv,6130
151433,Comanesti,sv,2377
151442,Iaslovat,sv,4420
151451,Ciocanesti,sv,1448
151460,Serbauti,sv,3272
151479,Horodnic De Sus,sv,5247
151488,Fantana Mare,sv,2609
151497,Cosna,sv,1502
151503,Capu Campului,sv,2489
151512,Hantesti,sv,3967
151521,Burla,sv,2359
151530,Balaceana,sv,1542
151549,Hartop,sv,2609
151558,Voitinel,sv,4927
151567,Ciprian Porumbescu,sv,2168
151576,Berchisesti,sv,2951
151585,Poieni-Solca,sv,2132
151683,Municipiul Turnu Magurele,tr,30014
151709,Ciuperceni,tr,1550
151736,Islaz,tr,5296
151763,Lita,tr,2613
151790,Municipiul Alexandria,tr,52135
151816,Nanov,tr,3576
151834,Poroschia,tr,4538
151870,Municipiul Rosiori De Vede,tr,32637
151905,Oras Videle,tr,11765
151932,Crevenicu,tr,1469
151978,Oras Zimnicea,tr,15445
151996,Balaci,tr,1699
152038,Babaita,tr,2962
152083,Blejesti,tr,3842
152127,Bogdana,tr,2215
152172,Botoroaga,tr,5101
152234,Bragadiru,tr,3849
152252,Branceni,tr,2775
152270,Bujoreni,tr,1014
152314,Bujoru,tr,1954
152332,Buzescu,tr,4398
152350,Calinesti,tr,3151
152412,Calmatuiu,tr,1892
152467,Calmatuiu De Sus,tr,2183
152500,Cervenia,tr,2939
152528,Ciolanesti,tr,2732
152564,Contesti,tr,3217
152582,Cosmesti,tr,2590
152617,Crangeni,tr,2808
152662,Crangu,tr,1458
152724,Didesti,tr,1213
152760,Dobrotesti,tr,4444
152797,Dracsenei,tr,1774
152868,Draganesti De Vede,tr,2131
152902,Draganesti-Vlasca,tr,4174
152948,Furculesti,tr,3396
152993,Frumoasa,tr,1996
153026,Galateni,tr,2704
153062,Gratia,tr,2673
153106,Izvoarele,tr,2441
153124,Lisa,tr,2273
153151,Lunca,tr,3474
153204,Mavrodin,tr,2441
153240,Magura,tr,2686
153277,Maldaeni,tr,4219
153295,Mereni,tr,2859
153339,Marzanesti,tr,3708
153384,Mosteni,tr,1486
153400,Nasturelu,tr,2654
153437,Necsesti,tr,1113
153473,Olteni,tr,3171
153507,Orbeasca,tr,7504
153543,Peretu,tr,7126
153561,Piatra,tr,3127
153589,Pietrosani,tr,2777
153605,Plosca,tr,5746
153623,Plopii-Slavitesti,tr,2488
153696,Poeni,tr,2947
153776,Vitanesti,tr,2804
153829,Putineiu,tr,2091
153865,Radoiesti,tr,2042
153909,Rasmiresti,tr,843
153936,Salcia,tr,2669
153972,Saceni,tr,1234
154013,Scrioastea,tr,3879
154068,Scurtu Mare,tr,1655
154139,Seaca,tr,2383
154166,Sfintesti,tr,1164
154184,Segarcea-Vale,tr,3044
154228,Silistea,tr,2335
154282,Silistea-Gumesti,tr,2487
